Learning Curves:
Net:, Epoch:, Train Loss:, Train Error:,  Validation Loss:, Validation Error:
3,20,23.037722857364194,0.28400000000000003,23.135950019159257,2.53
3,21,23.036330395399645,0.23800000000000002,23.136849718146458,2.45
3,22,23.03533294961256,0.22,23.138467233281443,2.45
3,23,23.034163772775024,0.186,23.138998395182174,2.44
3,24,23.033094823508215,0.15,23.139746640872037,2.44
3,25,23.032350892649013,0.128,23.14107166897182,2.45
3,26,23.031568420016775,0.094,23.141839022513032,2.42
3,27,23.03091428391278,0.076,23.142724419797517,2.41
3,28,23.030358239107546,0.066,23.14329632707357,2.42
3,29,23.0298390309047,0.055999999999999994,23.144011772033256,2.42
3,30,23.029447935076693,0.048,23.144746733804208,2.4299999999999997
3,31,23.029088574942737,0.04,23.14546925859188,2.45
3,32,23.028812918404252,0.03,23.146092221229605,2.45
3,33,23.028551404903688,0.024,23.14670099709055,2.44
3,34,23.02833007165086,0.018000000000000002,23.14735656257011,2.42
3,35,23.02814655281792,0.018000000000000002,23.147949749441604,2.39
3,36,23.02798332406483,0.016,23.14855202818329,2.41
3,37,23.027845154563117,0.012,23.149194802037254,2.39
3,38,23.027717886523046,0.012,23.149708072878322,2.39
3,39,23.02760327411525,0.008,23.150243475127112,2.39
3,40,23.027504320388548,0.006,23.150781288392427,2.41
3,41,23.027408577156667,0.006,23.151284881775858,2.4
3,42,23.027321290862897,0.006,23.151785820732197,2.39
3,43,23.02725184514243,0.006,23.152235063232272,2.41
3,44,23.027175770703302,0.006,23.152672863366988,2.42
3,45,23.027111477124784,0.004,23.153091216040014,2.44
3,46,23.02704904088734,0.004,23.153413072465085,2.42
3,47,23.026998901274908,0.004,23.153981745982765,2.42
3,48,23.026941073789043,0.004,23.154271529700473,2.42
3,49,23.02689327617337,0.004,23.15462760107923,2.41
3,50,23.026852410798874,0.002,23.15509353126502,2.42
4,0,23.275156674593603,7.636,23.25795401272662,6.76
4,1,23.193473489897297,5.124,23.189733555727567,4.72
4,2,23.15228453752351,3.8960000000000004,23.158270083493633,3.8600000000000003
4,3,23.126785110671747,3.116,23.13990322851242,3.36
4,4,23.109733948899844,2.5860000000000003,23.12954873668225,3.04
4,5,23.09900473722435,2.26,23.125303284752267,2.9000000000000004
4,6,23.08845302263056,1.958,23.120668155855803,2.8899999999999997
4,7,23.079283922707717,1.644,23.11650788870318,2.68
4,8,23.07226231741906,1.4080000000000001,23.114394906185506,2.5700000000000003
4,9,23.06717767513691,1.276,23.114008854186167,2.5
4,10,23.06248038438751,1.15,23.112929376551083,2.42
4,11,23.058253074148695,1.034,23.112664022134744,2.42
4,12,23.053697052472508,0.868,23.111686640695815,2.31
4,13,23.050438964914115,0.754,23.11303198197933,2.31
4,14,23.04841424467376,0.698,23.11437602806746,2.34
4,15,23.045647531568775,0.588,23.116470870797922,2.39
4,16,23.042547525329166,0.498,23.11730162613072,2.31
4,17,23.04016010926357,0.41200000000000003,23.118812864153846,2.36
4,18,23.038647155951107,0.34199999999999997,23.12098955752463,2.34
4,19,23.036751769945184,0.26,23.12137577494967,2.26
4,20,23.03574717367236,0.24,23.12232498745357,2.2399999999999998
5,0,23.23281320363392,6.364,23.223492679939735,5.779999999999999
5,1,23.165102198886853,4.244,23.171755246939096,4.33
5,2,23.13223703357478,3.25,23.150780713829775,3.8
5,3,23.113627942783236,2.78,23.142114635850806,3.5700000000000003
5,4,23.0970703398007,2.246,23.134957051079006,3.3300000000000005
5,5,23.088632368324706,1.994,23.13335347736624,3.2099999999999995
5,6,23.080972676979858,1.762,23.13300546383378,3.1300000000000003
5,7,23.071167668402055,1.438,23.129722209249962,2.9499999999999997
5,8,23.0619564736324,1.174,23.127035425270034,2.82
5,9,23.05436231849173,0.8920000000000001,23.12649781100742,2.7
5,10,23.049402676828237,0.7100000000000001,23.124206541609432,2.63
5,11,23.046341220255183,0.638,23.125321823560835,2.6
5,12,23.044434886205412,0.544,23.12799300040255,2.65
5,13,23.040922505631627,0.414,23.129856466783785,2.7199999999999998
5,14,23.039396865416375,0.378,23.132968234647215,2.67
5,15,23.037202198822,0.322,23.13342080235405,2.69
5,16,23.034913272348753,0.22799999999999998,23.13412084630322,2.6100000000000003
5,17,23.03400584031518,0.194,23.135636696521637,2.54
5,18,23.032656636275973,0.148,23.137071649645204,2.58
5,19,23.031434521031162,0.122,23.137557358946307,2.52
5,20,23.030318527729683,0.09,23.137954176134816,2.4699999999999998
6,0,23.198245446206755,5.464,23.19870443753602,5.29
6,1,23.166296115940693,4.598,23.181188254632765,4.88
6,2,23.13288688501816,3.592,23.160720718016528,3.92
6,3,23.087251578732705,2.092,23.13238115825218,3.1300000000000003
6,4,23.072687404218186,1.552,23.126706654259234,2.9499999999999997
6,5,23.060360749993574,1.164,23.123023194650834,2.71
6,6,23.06288045389342,1.198,23.128976423989645,2.79
6,7,23.063879136067126,1.294,23.147340738492854,2.96
6,8,23.05530499370216,1.008,23.133535411710433,2.58
6,9,23.04757985408501,0.72,23.136634678869164,2.39
6,10,23.04928131068766,0.8099999999999999,23.14194747110426,2.7
6,11,23.041215651336863,0.514,23.137261896716137,2.42
6,12,23.041710176061294,0.524,23.141225071772137,2.4
6,13,23.042579066683395,0.5640000000000001,23.143247287155425,2.54
6,14,23.039866824499807,0.48,23.148654782504327,2.5700000000000003
6,15,23.03428985384852,0.27999999999999997,23.14300845333806,2.42
6,16,23.036648913603287,0.348,23.153285503452153,2.5700000000000003
6,17,23.033430486019697,0.266,23.155159569487804,2.5100000000000002
6,18,23.031415868540904,0.196,23.147343456966006,2.44
6,19,23.03013927314362,0.134,23.147164439633457,2.25
6,20,23.02857373496805,0.062,23.151917269941908,2.3
7,0,23.312938342415496,9.092,23.289406541416337,8.309999999999999
7,1,23.219558924190434,6.23,23.21238350577854,5.7299999999999995
7,2,23.17132197134661,4.574,23.175148992722615,4.46
7,3,23.139101033589085,3.5319999999999996,23.1520002139028,3.7199999999999998
7,4,23.119742529359293,2.948,23.140603592884666,3.49
7,5,23.10602248768177,2.588,23.13357701744441,3.2399999999999998
7,6,23.09734831184973,2.34,23.131488156437484,3.04
7,7,23.08764050324271,1.976,23.128106551392055,2.9000000000000004
7,8,23.08115144829778,1.7680000000000002,23.12737267628456,2.91
7,9,23.07432420830499,1.538,23.126221201266628,2.77
7,10,23.06795779122813,1.348,23.125856566307835,2.67
7,11,23.0625151559429,1.16,23.12578802169983,2.63
7,12,23.056308841358447,0.966,23.12581560401118,2.53
7,13,23.05262182754713,0.844,23.12725482172778,2.55
7,14,23.049382861049235,0.742,23.12948830505153,2.55
7,15,23.046443528270874,0.6479999999999999,23.13029688094378,2.52
7,16,23.04387262267113,0.5579999999999999,23.130788740991722,2.54
7,17,23.041415032877683,0.47000000000000003,23.13180694349067,2.48
7,18,23.03939548531307,0.404,23.13229362930342,2.4699999999999998
7,19,23.03748620544985,0.326,23.13294991844056,2.5
7,20,23.035712350226124,0.256,23.133142336294185,2.44
8,0,23.304949533548317,8.358,23.282203725831483,7.61
8,1,23.221117282008482,5.82,23.21324456009476,5.34
8,2,23.175414318044684,4.412,23.1783087667833,4.22
8,3,23.146850916612866,3.53,23.158475067827275,3.7900000000000005
8,4,23.128273768472006,3.026,23.14667964440483,3.5000000000000004
8,5,23.114699147203286,2.65,23.139592762770256,3.32
8,6,23.10360322612325,2.346,23.134042701936302,3.2800000000000002
8,7,23.094523268436856,2.07,23.130172333738745,3.05
8,8,23.08711006394424,1.814,23.127752851072024,3.02
8,9,23.080894132900173,1.6219999999999999,23.126274882548184,2.97
8,10,23.07597990776914,1.498,23.125443975156166,2.87
8,11,23.0714486973285,1.354,23.124786217132424,2.8400000000000003
8,12,23.067363744683483,1.23,23.124208659879432,2.8000000000000003
8,13,23.063839938770332,1.126,23.123700230680143,2.6599999999999997
8,14,23.060383343308725,0.996,23.12333309859986,2.71
8,15,23.057443689809176,0.9039999999999999,23.123328210086573,2.58
8,16,23.054796641544588,0.8420000000000001,23.12368747259161,2.5700000000000003
8,17,23.05249151163339,0.77,23.124274204622218,2.53
8,18,23.049893039855856,0.67,23.124653403446853,2.54
8,19,23.04756881325367,0.5640000000000001,23.124562149128824,2.55
8,20,23.045698544489824,0.504,23.125465064932218,2.55
9,0,23.197659472983684,5.5120000000000005,23.200285836441058,5.3
9,1,23.151347203511442,4.002,23.169146122933775,4.43
9,2,23.143595507177025,3.8120000000000003,23.172388066771486,4.38
9,3,23.12688622968968,3.276,23.163620334494503,4.0
9,4,23.09648540686739,2.3800000000000003,23.14266276268755,3.2800000000000002
9,5,23.068984335535472,1.458,23.125972222650603,2.73
9,6,23.06956236811074,1.4540000000000002,23.13204674763914,2.8899999999999997
9,7,23.067054067073517,1.3860000000000001,23.131540414384286,2.77
9,8,23.055309858957134,1.018,23.125975574820234,2.53
9,9,23.05347479576652,0.918,23.134194945837134,2.44
9,10,23.06148085241446,1.142,23.15427609628081,2.91
9,11,23.047776351394354,0.738,23.13938737374035,2.5
9,12,23.055558743602802,0.9780000000000001,23.158588476720535,2.8899999999999997
9,13,23.039727196255004,0.482,23.133886396497015,2.4
9,14,23.03468120249524,0.28200000000000003,23.13768968295848,2.27
9,15,23.037003138772878,0.396,23.151442677934078,2.46
9,16,23.031636531520515,0.168,23.14056776217217,2.15
9,17,23.031121571449667,0.18,23.148493186353697,2.33
9,18,23.029785116908258,0.106,23.1445900759592,2.2399999999999998
9,19,23.027070460548707,0.01,23.14236599629512,2.1399999999999997
9,20,23.026692700647825,0.002,23.143846770133365,2.11
9,21,23.026424615406942,0.0,23.143990374610695,2.08
9,22,23.026320972310327,0.0,23.14446099390697,2.06
9,23,23.026257013477558,0.0,23.144836588795645,2.11
9,24,23.02621046577512,0.0,23.14537177040737,2.11
9,25,23.026174774547535,0.0,23.145916862887074,2.09
9,26,23.026146095079177,0.0,23.146416496024134,2.11
9,27,23.026122447010906,0.0,23.1469408107406,2.09
9,28,23.026102559777623,0.0,23.147484954944556,2.11
9,29,23.02608568864046,0.0,23.14802753524713,2.1
9,30,23.026071301646194,0.0,23.1484894030603,2.1
9,31,23.026058796325,0.0,23.14897888476892,2.08
9,32,23.026047650709,0.0,23.14942651591726,2.09
9,33,23.026037874853895,0.0,23.149848651563655,2.11
9,34,23.026029220315525,0.0,23.150296677227896,2.11
9,35,23.02602115602145,0.0,23.150687784312893,2.11
9,36,23.026014124987764,0.0,23.151090079150304,2.11
9,37,23.02600745716311,0.0,23.151495847497134,2.11
9,38,23.02600145678183,0.0,23.15183112713161,2.11
9,39,23.02599593448349,0.0,23.15222034070077,2.1
9,40,23.025990904995297,0.0,23.152573319522837,2.1
10,0,23.1953002127876,5.4,23.194618178119214,5.1499999999999995
10,1,23.143406927147517,3.7479999999999998,23.163880702218986,4.21
10,2,23.121983166959236,3.1,23.154612931063433,3.94
10,3,23.11359463955606,2.796,23.156438410049695,3.6999999999999997
10,4,23.08929464009051,2.084,23.144061701168027,3.15
10,5,23.083309194133285,1.8960000000000001,23.146628992880533,3.2099999999999995
10,6,23.076218487567463,1.644,23.146346678408854,3.06
10,7,23.061100565688246,1.162,23.138720907143664,2.7199999999999998
10,8,23.053067168160567,0.8999999999999999,23.138123729018158,2.52
10,9,23.06066692755754,1.1400000000000001,23.155247994696467,2.81
10,10,23.043941162742033,0.6,23.141184901943042,2.48
10,11,23.0493802817515,0.76,23.149540645355533,2.53
10,12,23.054674337849193,0.936,23.162522748660408,2.85
10,13,23.05315288891231,0.8880000000000001,23.158046648886778,2.75
10,14,23.04200016628783,0.562,23.1587734867355,2.5700000000000003
10,15,23.050813423055175,0.7040000000000001,23.16892717255949,2.54
10,16,23.057281232035187,0.968,23.179827329076762,2.91
10,17,23.03136456657501,0.186,23.149939066869624,2.33
10,18,23.02970730160008,0.122,23.14689308958783,2.18
10,19,23.027542614673663,0.036000000000000004,23.147059587506487,2.15
10,20,23.026387516443947,0.0,23.141871944850475,2.1
10,21,23.026257447467145,0.0,23.14330682676668,2.07
10,22,23.026189844516157,0.0,23.1443028810526,2.08
10,23,23.02615221929709,0.0,23.14522567353486,2.09
10,24,23.026124094044455,0.0,23.14609888507737,2.1
10,25,23.02610026912482,0.0,23.14678953473571,2.08
10,26,23.026080754796855,0.0,23.14751819411269,2.09
10,27,23.0260639388867,0.0,23.14813037608685,2.09
10,28,23.02604994165191,0.0,23.148816874656255,2.08
10,29,23.02603722597364,0.0,23.149385271895042,2.08
10,30,23.02602669517313,0.0,23.149934595654702,2.07
10,31,23.026016968735618,0.0,23.150490163851217,2.07
10,32,23.026008742096284,0.0,23.15102787379387,2.07
10,33,23.026000820238448,0.0,23.151481120526274,2.07
10,34,23.025993724659138,0.0,23.151909421427607,2.07
10,35,23.02598737434189,0.0,23.15237811036179,2.07
10,36,23.02598131417197,0.0,23.152807094928157,2.07
10,37,23.02597616572964,0.0,23.15316729655453,2.07
10,38,23.025971337357817,0.0,23.153567500934674,2.08
10,39,23.025966631785888,0.0,23.15393932315954,2.08
10,40,23.025962438260727,0.0,23.154285053436457,2.07
10,41,23.025958467159032,0.0,23.154714432205708,2.07
10,42,23.025954901476354,0.0,23.155016281690344,2.07
10,43,23.02595131765558,0.0,23.15535176441872,2.08
10,44,23.025948290670627,0.0,23.1556760249934,2.08
10,45,23.025945182126556,0.0,23.155996123457477,2.08
10,46,23.02594230615049,0.0,23.156304548691168,2.08
10,47,23.02593978304726,0.0,23.15660097518858,2.07
10,48,23.025937284334002,0.0,23.156869099782522,2.08
10,49,23.025934830189776,0.0,23.157194100849686,2.08
10,50,23.025932547583373,0.0,23.157468811700227,2.08
10,51,23.025930372499147,0.0,23.15772583108322,2.08
10,52,23.025928468776577,0.0,23.1579714600112,2.09
10,53,23.025926593257495,0.0,23.158240063261275,2.09
10,54,23.025924693522402,0.0,23.158513336708218,2.09
10,55,23.0259230133515,0.0,23.158750755053134,2.09
10,56,23.02592137302992,0.0,23.158997969234026,2.08
10,57,23.025919736790996,0.0,23.15925682435312,2.08
10,58,23.025918265033035,0.0,23.15948606389421,2.07
10,59,23.02591681027911,0.0,23.159718260014042,2.07
10,60,23.025915551075027,0.0,23.15993215255484,2.08
11,0,23.200766675655878,5.384,23.195113669745066,4.9799999999999995
11,1,23.141926603316218,3.5900000000000003,23.156817280479057,3.7900000000000005
11,2,23.11973397687268,2.968,23.148234837256965,3.54
11,3,23.097958525914414,2.326,23.138315121804432,3.3000000000000003
11,4,23.08256828550805,1.8339999999999999,23.129388578880707,3.0
11,5,23.069912905727044,1.394,23.12409476097314,2.9000000000000004
11,6,23.063004467362944,1.17,23.122131858859245,2.79
11,7,23.058346728357424,1.036,23.123422351008454,2.7199999999999998
11,8,23.053622742113074,0.852,23.12402241568938,2.64
11,9,23.0479641923548,0.6779999999999999,23.12301441421189,2.5700000000000003
11,10,23.04412318170127,0.544,23.123966650179007,2.5700000000000003
11,11,23.041017583835682,0.438,23.12648652510324,2.52
11,12,23.039309020601074,0.388,23.131204306872235,2.46
11,13,23.04081686185451,0.494,23.138987070056935,2.54
11,14,23.034845118692377,0.25,23.13205940967247,2.33
11,15,23.03294820768625,0.186,23.13383806370888,2.32
11,16,23.0316425634096,0.128,23.134973056167357,2.29
11,17,23.030504028738378,0.096,23.136435552314683,2.27
11,18,23.029582833930093,0.07200000000000001,23.137201106404607,2.25
11,19,23.028923416677397,0.044000000000000004,23.138193980585992,2.1999999999999997
11,20,23.028295821169166,0.022000000000000002,23.138737437732125,2.16
11,21,23.02793002999321,0.012,23.139880758752437,2.18
11,22,23.027577027859092,0.008,23.14017595787876,2.15
11,23,23.027322110181792,0.002,23.140965789577244,2.19
11,24,23.02712080563077,0.002,23.141440008906542,2.15
11,25,23.026966742291464,0.002,23.142141851371964,2.19
11,26,23.026841141184192,0.002,23.142565845611447,2.17
11,27,23.026747613968073,0.002,23.143309958463075,2.16
11,28,23.026660866128356,0.002,23.143937844871374,2.19
11,29,23.026594551165964,0.002,23.14459062513744,2.1999999999999997
11,30,23.026535355977245,0.0,23.145063929534953,2.18
11,31,23.026484946721652,0.0,23.145813722665263,2.19
11,32,23.02644311600621,0.0,23.146392456895324,2.22
11,33,23.026406063052374,0.0,23.146953055768552,2.21
11,34,23.02637275947338,0.0,23.14751556144194,2.22
11,35,23.02634207631307,0.0,23.14811803413473,2.21
11,36,23.02631507697188,0.0,23.148585521815868,2.1999999999999997
11,37,23.026291909733825,0.0,23.149163587714074,2.1999999999999997
11,38,23.02626993044712,0.0,23.149635459104008,2.1999999999999997
11,39,23.026248908422414,0.0,23.150089706752468,2.1999999999999997
11,40,23.0262315124136,0.0,23.15058900181843,2.22
11,41,23.02621455804581,0.0,23.151065779685457,2.23
11,42,23.026199663955303,0.0,23.151510899867688,2.23
11,43,23.026184584217734,0.0,23.1518877765378,2.23
11,44,23.026171590585005,0.0,23.152378226773536,2.23
11,45,23.02615941349622,0.0,23.15284144267854,2.22
11,46,23.02614806821532,0.0,23.153165307406464,2.22
11,47,23.02613728677813,0.0,23.153591773560127,2.22
11,48,23.026127165956435,0.0,23.15397270384596,2.22
11,49,23.026117830442487,0.0,23.154324229705434,2.23
11,50,23.026109232055614,0.0,23.1547164775417,2.23
11,51,23.026100828460507,0.0,23.155092473013163,2.23
11,52,23.02609300742828,0.0,23.15543660055907,2.23
11,53,23.026085917921243,0.0,23.155805871773122,2.23
11,54,23.026078673985122,0.0,23.156126513939565,2.23
11,55,23.026072366911798,0.0,23.156464873661143,2.23
11,56,23.026066207796912,0.0,23.156789002739714,2.23
11,57,23.026060352774163,0.0,23.157107390470077,2.23
11,58,23.026054800178795,0.0,23.15740693948362,2.23
11,59,23.026049371344662,0.0,23.157729976064385,2.23
11,60,23.02604439578231,0.0,23.157991794400054,2.23
12,0,23.19502645819124,5.1339999999999995,23.189415053396228,4.63
12,1,23.140513684520023,3.572,23.152835949931927,3.64
12,2,23.111074372805188,2.65,23.138804478825243,3.19
12,3,23.095407157823356,2.238,23.131773608970516,3.0300000000000002
12,4,23.08579970331204,1.9220000000000002,23.129800742916576,3.0
12,5,23.07635486663562,1.656,23.127978462107396,2.68
12,6,23.069060851995243,1.4460000000000002,23.126444316152657,2.71
12,7,23.06158206984991,1.188,23.126723005999665,2.6100000000000003
12,8,23.056665058589854,1.042,23.126336024498478,2.53
12,9,23.049777839176137,0.776,23.125268874482916,2.42
12,10,23.04562470934083,0.662,23.127538553961518,2.29
12,11,23.04230037886591,0.5539999999999999,23.12830630072893,2.2800000000000002
12,12,23.042712304245295,0.5539999999999999,23.132207557197475,2.37
12,13,23.036791383762242,0.326,23.131884287772134,2.2800000000000002
12,14,23.03533227382137,0.292,23.133163755867066,2.3
12,15,23.032394442941104,0.16999999999999998,23.132318068627384,2.23
12,16,23.032399779367452,0.182,23.135129503406613,2.3
12,17,23.030121127792206,0.082,23.13442746753567,2.21
12,18,23.028995614692747,0.06,23.135080242026106,2.19
12,19,23.028428157409344,0.036000000000000004,23.135784098074655,2.19
12,20,23.027985270417105,0.018000000000000002,23.136571839239846,2.1999999999999997
12,21,23.027666394475478,0.012,23.137383187332365,2.17
12,22,23.02741317816411,0.004,23.138008425479185,2.18
12,23,23.0272200291655,0.004,23.138772621538074,2.16
12,24,23.02706041489401,0.002,23.139365327590944,2.1399999999999997
12,25,23.02693677631396,0.002,23.140069785599533,2.1399999999999997
12,26,23.026829046731958,0.002,23.140730021906965,2.15
12,27,23.026740855934435,0.002,23.141372665373293,2.16
12,28,23.026667157847655,0.0,23.142086702467463,2.15
12,29,23.02660231126084,0.0,23.142582882401015,2.15
12,30,23.02654648377305,0.0,23.14317529359138,2.1399999999999997
12,31,23.026497698103864,0.0,23.143823683237454,2.13
12,32,23.026455983586892,0.0,23.144301182535187,2.13
12,33,23.026416771507318,0.0,23.144847838236075,2.1399999999999997
12,34,23.02638347956558,0.0,23.145403287344536,2.1399999999999997
12,35,23.026353487100643,0.0,23.145843812416395,2.1399999999999997
12,36,23.026326221347507,0.0,23.146382386485627,2.1399999999999997
12,37,23.026301225759187,0.0,23.14684560168063,2.1399999999999997
12,38,23.026278589106077,0.0,23.147283533936047,2.1399999999999997
12,39,23.026258164440467,0.0,23.147703532305872,2.1399999999999997
12,40,23.02623934062649,0.0,23.14815263835006,2.1399999999999997
12,41,23.026221004667423,0.0,23.148546278092127,2.1399999999999997
12,42,23.026205690401934,0.0,23.148987441250767,2.15
12,43,23.02618994152162,0.0,23.149355485415835,2.1399999999999997
12,44,23.026177285912194,0.0,23.149722830028495,2.15
12,45,23.026164028380077,0.0,23.150156958950344,2.15
12,46,23.026152452558723,0.0,23.15048485413451,2.1399999999999997
12,47,23.026141148349662,0.0,23.15085568380377,2.1399999999999997
12,48,23.026130967151644,0.0,23.151194184272242,2.1399999999999997
12,49,23.026121111500835,0.0,23.151561396216117,2.1399999999999997
12,50,23.026111998718832,0.0,23.151895441772357,2.1399999999999997
12,51,23.026103467849072,0.0,23.152195056097703,2.13
12,52,23.026095581786617,0.0,23.152569414234637,2.13
12,53,23.02608802977563,0.0,23.15285007689239,2.13
12,54,23.026080986872262,0.0,23.153184075029582,2.13
12,55,23.026074199543526,0.0,23.15346855940583,2.12
12,56,23.026067830474478,0.0,23.15374722979124,2.11
12,57,23.02606170442907,0.0,23.154067738797316,2.12
12,58,23.02605612346467,0.0,23.15434982839687,2.11
12,59,23.026050792003858,0.0,23.15463321595123,2.11
12,60,23.026045504424108,0.0,23.154887428756307,2.11
12,61,23.026040490839343,0.0,23.155161158490415,2.11
12,62,23.026035740202552,0.0,23.155465934808614,2.11
12,63,23.026031428922824,0.0,23.155683007646125,2.12
12,64,23.026027000947998,0.0,23.155953186549432,2.13
12,65,23.026022762053305,0.0,23.156243416589742,2.13
12,66,23.026018928662882,0.0,23.156464957675507,2.13
12,67,23.026015076273232,0.0,23.156722668804026,2.1399999999999997
12,68,23.026011456385778,0.0,23.1569451831801,2.1399999999999997
12,69,23.026008088881714,0.0,23.157180584617254,2.1399999999999997
12,70,23.02600472485298,0.0,23.157435970971992,2.1399999999999997
12,71,23.02600150553048,0.0,23.157658959469554,2.1399999999999997
12,72,23.025998388030477,0.0,23.15788893513807,2.1399999999999997
12,73,23.0259953580041,0.0,23.158114702878915,2.1399999999999997
12,74,23.025992567711473,0.0,23.158353778113675,2.1399999999999997
12,75,23.025989771597562,0.0,23.158568078480194,2.1399999999999997
12,76,23.025987172202807,0.0,23.158773124510063,2.1399999999999997
12,77,23.025984578927204,0.0,23.15900590574628,2.1399999999999997
12,78,23.02598210876174,0.0,23.15921274223847,2.1399999999999997
12,79,23.02597963002731,0.0,23.15943649663979,2.1399999999999997
12,80,23.02597733856336,0.0,23.159606282874268,2.1399999999999997
